epoch,eval/knn_probe_accuracy,eval/linear_probe_top1,eval/linear_probe_top5,rankme,step,train/embedding_viz_loss_epoch,train/embedding_viz_loss_step,train/linear_probe_loss_epoch,train/linear_probe_loss_step,train/loss_epoch,train/loss_step
0,,,,,49,,,,2.4668571949005127,,5.482330322265625
0,,,,,99,,,,2.4630424976348877,,5.382823944091797
0,,,,,149,,,,2.3573668003082275,,5.309091567993164
0,,,,,199,,,,2.32912278175354,,5.33070182800293
0,,,,,249,,,,2.346153736114502,,5.21578311920166
0,,,,,299,,,,2.3453376293182373,,5.188803672790527
0,,,,,349,,,,2.335502862930298,,5.030303955078125
0,0.24469998478889465,0.09630000591278076,0.5003000497817993,219.66111755371094,389,,,,,,
0,,,,,389,,,2.3757925033569336,,5.265125274658203,
1,,,,,399,,,,2.3268933296203613,,4.993255615234375
1,,,,,449,,,,2.3058054447174072,,5.009160041809082
1,,,,,499,,,,2.265955924987793,,4.875222682952881
1,,,,,549,,,,2.284590244293213,,4.94825553894043
1,,,,,599,,,,2.238149881362915,,4.862894535064697
1,,,,,649,,,,2.2200074195861816,,4.7863993644714355
1,,,,,699,,,,2.1857640743255615,,4.843870162963867
1,,,,,749,,,,2.2154457569122314,,4.945823669433594
1,0.28940001130104065,0.2287999987602234,0.7853000164031982,194.05918884277344,779,,,,,,
1,,,,,779,,,2.258725643157959,,4.911248683929443,
2,,,,,799,,,,2.1612188816070557,,4.857794761657715
2,,,,,849,,,,2.15811824798584,,4.727163314819336
2,,,,,899,,,,2.0996246337890625,,4.853225231170654
2,,,,,949,,,,2.076704263687134,,4.793985366821289
2,,,,,999,,,,2.1143054962158203,,4.744510650634766
2,,,,,1049,,,,2.0588972568511963,,4.70166540145874
2,,,,,1099,,,,2.1268601417541504,,4.760652542114258
2,,,,,1149,,,,1.9872562885284424,,4.722931861877441
2,0.3083000183105469,0.31029999256134033,0.8503000736236572,190.5270233154297,1169,,,,,,
2,,,,,1169,,,2.0942156314849854,,4.747270107269287,
3,,,,,1199,,,,2.016852378845215,,4.703962326049805
3,,,,,1249,,,,1.9091521501541138,,4.675470352172852
3,,,,,1299,,,,2.02449893951416,,4.76872444152832
3,,,,,1349,,,,1.9185469150543213,,4.643840789794922
3,,,,,1399,,,,2.033371925354004,,4.6756181716918945
3,,,,,1449,,,,2.0602262020111084,,4.653782367706299
3,,,,,1499,,,,2.0219039916992188,,4.599186897277832
3,,,,,1549,,,,1.9846357107162476,,4.486177921295166
3,0.32930001616477966,0.3361999988555908,0.8657000064849854,184.1466827392578,1559,,,,,,
3,,,,,1559,,,1.9908926486968994,,4.654760837554932,
4,,,,,1599,,,,1.9387116432189941,,4.578685283660889
4,,,,,1649,,,,1.8748440742492676,,4.6035566329956055
4,,,,,1699,,,,2.0587997436523438,,4.714908599853516
4,,,,,1749,,,,1.99165678024292,,4.665162086486816
4,,,,,1799,,,,1.8934400081634521,,4.545991897583008
4,,,,,1849,,,,1.9705287218093872,,4.591257572174072
4,,,,,1899,,,,1.8917490243911743,,4.477046012878418
4,,,,,1949,,,,1.9034150838851929,,4.51912784576416
4,0.3467999994754791,0.37299999594688416,0.8766999840736389,185.0953369140625,1949,,,,,,
4,,,,,1949,,,1.9173375368118286,,4.588263034820557,
5,,,,,1999,,,,1.9144995212554932,,4.560625076293945
5,,,,,2049,,,,1.848238229751587,,4.5077362060546875
5,,,,,2099,,,,1.8639014959335327,,4.544271469116211
5,,,,,2149,,,,1.9721192121505737,,4.48490047454834
5,,,,,2199,,,,1.8646233081817627,,4.5226287841796875
5,,,,,2249,,,,1.8774751424789429,,4.560768127441406
5,,,,,2299,,,,1.881189227104187,,4.513992786407471
5,0.3587999939918518,0.3791000247001648,0.8753999471664429,185.2412872314453,2339,,,,,,
5,,,,,2339,,,1.852453589439392,,4.532247066497803,
6,,,,,2349,,,,1.8651233911514282,,4.543301105499268
6,,,,,2399,,,,1.7729241847991943,,4.427865982055664
6,,,,,2449,,,,1.8374255895614624,,4.431982040405273
6,,,,,2499,,,,1.757011890411377,,4.5587568283081055
6,,,,,2549,,,,1.8327244520187378,,4.450835227966309
6,,,,,2599,,,,1.697382926940918,,4.408017635345459
6,,,,,2649,,,,1.8001264333724976,,4.56342887878418
6,,,,,2699,,,,1.7876824140548706,,4.436004638671875
6,0.37709999084472656,0.40560001134872437,0.9004000425338745,183.30862426757812,2729,,,,,,
6,,,,,2729,,,1.7821820974349976,,4.477250576019287,
7,,,,,2749,,,,1.835300326347351,,4.426305294036865
7,,,,,2799,,,,1.7392408847808838,,4.458710670471191
7,,,,,2849,,,,1.8244597911834717,,4.46475887298584
7,,,,,2899,,,,1.7483755350112915,,4.408343315124512
7,,,,,2949,,,,1.7353163957595825,,4.44261360168457
7,,,,,2999,,,,1.5215411186218262,,4.418136119842529
7,,,,,3049,,,,1.8496434688568115,,4.457446098327637
7,,,,,3099,,,,1.6490581035614014,,4.377939224243164
7,0.3982999920845032,0.44999998807907104,0.9106000065803528,180.34246826171875,3119,,,,,,
7,,,,,3119,,,1.6918749809265137,,4.429430961608887,
8,,,,,3149,,,,1.7393509149551392,,4.461541175842285
8,,,,,3199,,,,1.6239535808563232,,4.387286186218262
8,,,,,3249,,,,1.6085585355758667,,4.36452579498291
8,,,,,3299,,,,1.6612719297409058,,4.409195899963379
8,,,,,3349,,,,1.6566863059997559,,4.449885845184326
8,,,,,3399,,,,1.5028995275497437,,4.351363658905029
8,,,,,3449,,,,1.616524577140808,,4.432710647583008
8,,,,,3499,,,,1.5702989101409912,,4.374508857727051
8,0.41519999504089355,0.460099995136261,0.9320000410079956,176.67462158203125,3509,,,,,,
8,,,,,3509,,,1.6167632341384888,,4.3838276863098145,
9,,,,,3549,,,,1.6013567447662354,,4.377965450286865
9,,,,,3599,,,,1.5540595054626465,,4.425644397735596
9,,,,,3649,,,,1.733062744140625,,4.447615146636963
9,,,,,3699,,,,1.6152139902114868,,4.339141845703125
9,,,,,3749,,,,1.5828983783721924,,4.323870658874512
9,,,,,3799,,,,1.5243439674377441,,4.290945529937744
9,,,,,3849,,,,1.4764010906219482,,4.335805892944336
9,,,,,3899,,,,1.60044527053833,,4.298641204833984
9,0.41690000891685486,0.4803999960422516,0.9212000370025635,176.30618286132812,3899,,,,,,
9,,,,,3899,,,1.5615237951278687,,4.35136604309082,
10,,,,,3949,,,,1.5469274520874023,,4.285403728485107
10,,,,,3999,,,,1.4805573225021362,,4.2703046798706055
10,,,,,4049,,,,1.5894956588745117,,4.267923831939697
10,,,,,4099,,,,1.4719796180725098,,4.368719100952148
10,,,,,4149,,,,1.360801100730896,,4.323999881744385
10,,,,,4199,,,,1.4360853433609009,,4.356317520141602
10,,,,,4249,,,,1.3446969985961914,,4.233869552612305
10,0.4602000117301941,0.5144000053405762,0.9412000179290771,176.29617309570312,4289,,,,,,
10,,,,,4289,,,1.5048352479934692,,4.31815767288208,
11,,,,,4299,,,,1.5090078115463257,,4.321332931518555
11,,,,,4349,,,,1.4906859397888184,,4.315550327301025
11,,,,,4399,,,,1.2995415925979614,,4.1926703453063965
11,,,,,4449,,,,1.468263030052185,,4.2896552085876465
11,,,,,4499,,,,1.4585916996002197,,4.238427639007568
11,,,,,4549,,,,1.4279042482376099,,4.311587810516357
11,,,,,4599,,,,1.3946679830551147,,4.334790229797363
11,,,,,4649,,,,1.4010943174362183,,4.3276262283325195
11,0.4690999984741211,0.5291000008583069,0.9258999824523926,175.69117736816406,4679,,,,,,
11,,,,,4679,,,1.4513468742370605,,4.288701057434082,
12,,,,,4699,,,,1.4034606218338013,,4.188403129577637
12,,,,,4749,,,,1.4918787479400635,,4.2253642082214355
12,,,,,4799,,,,1.4533652067184448,,4.307974815368652
12,,,,,4849,,,,1.4887211322784424,,4.314648151397705
12,,,,,4899,,,,1.4512991905212402,,4.334163188934326
12,,,,,4949,,,,1.3411509990692139,,4.233224868774414
12,,,,,4999,,,,1.5322535037994385,,4.291686058044434
12,,,,,5049,,,,1.2952020168304443,,4.268423080444336
12,0.4697999954223633,0.5185999870300293,0.9297000169754028,174.8861083984375,5069,,,,,,
12,,,,,5069,,,1.3990119695663452,,4.26656436920166,
13,,,,,5099,,,,1.239714503288269,,4.22675895690918
13,,,,,5149,,,,1.4738303422927856,,4.231501579284668
13,,,,,5199,,,,1.331852912902832,,4.264396667480469
13,,,,,5249,,,,1.2802784442901611,,4.238225936889648
13,,,,,5299,,,,1.367375373840332,,4.250776290893555
13,,,,,5349,,,,1.3474265336990356,,4.296476364135742
13,,,,,5399,,,,1.4111868143081665,,4.2707200050354
13,,,,,5449,,,,1.227640986442566,,4.195733070373535
13,0.49400001764297485,0.558899998664856,0.9458999633789062,175.58114624023438,5459,,,,,,
13,,,,,5459,,,1.3667610883712769,,4.244882583618164,
14,,,,,5499,,,,1.3416168689727783,,4.198714256286621
14,,,,,5549,,,,1.5578117370605469,,4.299966335296631
14,,,,,5599,,,,1.3072985410690308,,4.211602210998535
14,,,,,5649,,,,1.308205008506775,,4.171908855438232
14,,,,,5699,,,,1.2911728620529175,,4.2064995765686035
14,,,,,5749,,,,1.4224157333374023,,4.23063850402832
14,,,,,5799,,,,1.3790788650512695,,4.250022888183594
14,,,,,5849,,,,1.3154581785202026,,4.131088733673096
14,0.5246000289916992,0.5794000029563904,0.9556000232696533,175.51451110839844,5849,,,,,,
14,,,,,5849,,,1.3352714776992798,,4.227902889251709,
15,,,,,5899,,,,1.4511008262634277,,4.144432067871094
15,,,,,5949,,,,1.3844517469406128,,4.248686790466309
15,,,,,5999,,,,1.1418331861495972,,4.193266868591309
15,,,,,6049,,,,1.2815032005310059,,4.2362895011901855
15,,,,,6099,,,,1.2409695386886597,,4.237337112426758
15,,,,,6149,,,,1.2488917112350464,,4.212111473083496
15,,,,,6199,,,,1.1461045742034912,,4.139353275299072
15,0.5375999808311462,0.6011999845504761,0.9585000276565552,175.65895080566406,6239,,,,,,
15,,,,,6239,,,1.303602933883667,,4.215085506439209,
16,,,,,6249,,,,1.3093935251235962,,4.209007263183594
16,,,,,6299,,,,1.2432448863983154,,4.223247528076172
16,,,,,6349,,,,1.1202728748321533,,4.144677639007568
16,,,,,6399,,,,1.229992389678955,,4.208259582519531
16,,,,,6449,,,,1.3851358890533447,,4.183380126953125
16,,,,,6499,,,,1.2269437313079834,,4.14184045791626
16,,,,,6549,,,,1.373547077178955,,4.187088489532471
16,,,,,6599,,,,1.3696151971817017,,4.1668596267700195
16,0.5533000230789185,0.6060000061988831,0.962399959564209,176.6380615234375,6629,,,,,,
16,,,,,6629,,,1.2748817205429077,,4.203813076019287,
17,,,,,6649,,,,1.243006944656372,,4.143373489379883
17,,,,,6699,,,,1.3534657955169678,,4.215439319610596
17,,,,,6749,,,,1.226648211479187,,4.183417797088623
17,,,,,6799,,,,1.237938642501831,,4.261760234832764
17,,,,,6849,,,,1.3503838777542114,,4.260658264160156
17,,,,,6899,,,,1.1490123271942139,,4.259568214416504
17,,,,,6949,,,,1.2830172777175903,,4.251128673553467
17,,,,,6999,,,,1.1754831075668335,,4.246976375579834
17,0.5526999831199646,0.6119999885559082,0.9646000266075134,177.20201110839844,7019,,,,,,
17,,,,,7019,,,1.2556146383285522,,4.196983337402344,
18,,,,,7049,,,,1.2744449377059937,,4.170251369476318
18,,,,,7099,,,,1.1681360006332397,,4.180706024169922
18,,,,,7149,,,,1.2635999917984009,,4.211444854736328
18,,,,,7199,,,,1.2020033597946167,,4.208369255065918
18,,,,,7249,,,,1.2897645235061646,,4.1959757804870605
18,,,,,7299,,,,1.356377124786377,,4.2698283195495605
18,,,,,7349,,,,1.1049236059188843,,4.219143867492676
18,,,,,7399,,,,1.0850549936294556,,4.181797981262207
18,0.5600000023841858,0.6166000366210938,0.9624000191688538,177.0415496826172,7409,,,,,,
18,,,,,7409,,,1.2266026735305786,,4.180435657501221,
19,,,,,7449,,,,1.2236902713775635,,4.157187461853027
19,,,,,7499,,,,1.2575207948684692,,4.179770469665527
19,,,,,7549,,,,1.0650267601013184,,4.2405900955200195
19,,,,,7599,,,,1.1795008182525635,,4.152894496917725
19,,,,,7649,,,,1.219434142112732,,4.1729350090026855
19,,,,,7699,,,,1.0607630014419556,,4.148757457733154
19,,,,,7749,,,,1.2469862699508667,,4.131103992462158
19,,,,,7799,,,,1.1995658874511719,,4.110111236572266
19,0.5541000366210938,0.619100034236908,0.9668999910354614,177.31021118164062,7799,,,,,,
19,,,,,7799,,,1.2004941701889038,,4.1719136238098145,
20,,,,,7849,,1.1763896942138672,,1.149314045906067,,4.100603103637695
20,,,,,7899,,1.154535174369812,,1.083703875541687,,4.144204139709473
20,,,,,7949,,1.1459310054779053,,1.100360631942749,,4.160752296447754
20,,,,,7999,,1.1399364471435547,,1.2401738166809082,,4.204216957092285
20,,,,,8049,,1.1270947456359863,,1.1965001821517944,,4.193049430847168
20,,,,,8099,,1.1279394626617432,,1.184784173965454,,4.177330017089844
20,,,,,8149,,1.1184526681900024,,1.074644923210144,,4.069177627563477
20,0.5586000084877014,0.5938000082969666,0.9656000137329102,178.5025177001953,8189,,,,,,
20,,,,,8189,1.1521409749984741,,1.1872684955596924,,4.166553497314453,
21,,,,,8199,,1.1194353103637695,,1.1869734525680542,,4.165014743804932
21,,,,,8249,,1.1104736328125,,1.2306849956512451,,4.144166946411133
21,,,,,8299,,1.1143858432769775,,1.1650075912475586,,4.118829250335693
21,,,,,8349,,1.109228491783142,,1.3720250129699707,,4.198513031005859
21,,,,,8399,,1.1104881763458252,,1.1025362014770508,,4.1634111404418945
21,,,,,8449,,1.1215766668319702,,1.2980079650878906,,4.170461654663086
21,,,,,8499,,1.1141822338104248,,1.0625395774841309,,4.125682830810547
21,,,,,8549,,1.1111518144607544,,1.1636275053024292,,4.108029842376709
21,0.5635000467300415,0.6257999539375305,0.9689000248908997,177.97328186035156,8579,,,,,,
21,,,,,8579,1.113947868347168,,1.1712760925292969,,4.158631324768066,
22,,,,,8599,,1.1093469858169556,,1.1225014925003052,,4.150622844696045
22,,,,,8649,,1.1085163354873657,,1.0866116285324097,,4.1071858406066895
22,,,,,8699,,1.1086714267730713,,1.121610164642334,,4.224830627441406
22,,,,,8749,,1.10680091381073,,1.1599091291427612,,4.171866416931152
22,,,,,8799,,1.1121611595153809,,1.1948045492172241,,4.227168083190918
22,,,,,8849,,1.1026198863983154,,1.0987343788146973,,4.152042388916016
22,,,,,8899,,1.1027166843414307,,1.2418389320373535,,4.222330570220947
22,,,,,8949,,1.0993796586990356,,1.2862701416015625,,4.180524826049805
22,0.5688999891281128,0.6233999729156494,0.9692000150680542,179.09983825683594,8969,,,,,,
22,,,,,8969,1.1071678400039673,,1.1461896896362305,,4.147945404052734,
23,,,,,8999,,1.1049468517303467,,1.0330946445465088,,4.163332939147949
23,,,,,9049,,1.1089451313018799,,1.1280232667922974,,4.144383907318115
23,,,,,9099,,1.1146345138549805,,1.136330008506775,,4.148248672485352
23,,,,,9149,,1.1057807207107544,,1.242724895477295,,4.115413188934326
23,,,,,9199,,1.105486273765564,,1.21762216091156,,4.145033836364746
23,,,,,9249,,1.101264238357544,,1.124273419380188,,4.190737724304199
23,,,,,9299,,1.1027560234069824,,1.1730748414993286,,4.103952884674072
23,,,,,9349,,1.101844072341919,,1.0491915941238403,,4.088200569152832
23,0.583899974822998,0.615399956703186,0.9632999897003174,180.33213806152344,9359,,,,,,
23,,,,,9359,1.1042368412017822,,1.135151982307434,,4.144619941711426,
24,,,,,9399,,1.1025817394256592,,1.1825201511383057,,4.126352787017822
24,,,,,9449,,1.1036258935928345,,0.96127849817276,,4.127810955047607
24,,,,,9499,,1.1093008518218994,,1.0562726259231567,,4.1739630699157715
24,,,,,9549,,1.096958875656128,,1.175337314605713,,4.120818138122559
24,,,,,9599,,1.1087520122528076,,1.0413217544555664,,4.188897132873535
24,,,,,9649,,1.1091500520706177,,1.052162528038025,,4.124436378479004
24,,,,,9699,,1.1003916263580322,,0.9262688159942627,,4.067170143127441
24,,,,,9749,,1.0943586826324463,,1.1670665740966797,,4.115961074829102
24,0.5691999793052673,0.6052999496459961,0.9609000086784363,179.84010314941406,9749,,,,,,
24,,,,,9749,1.102678894996643,,1.1167198419570923,,4.136658191680908,
25,,,,,9799,,1.1014084815979004,,1.2699509859085083,,4.116060256958008
25,,,,,9849,,1.1073116064071655,,1.1942726373672485,,4.126376152038574
25,,,,,9899,,1.0989971160888672,,1.1261638402938843,,4.104365825653076
25,,,,,9949,,1.1040642261505127,,1.0862658023834229,,4.122520923614502
25,,,,,9999,,1.10038161277771,,0.9857954978942871,,4.189298152923584
25,,,,,10049,,1.1043195724487305,,1.2319213151931763,,4.179602146148682
25,,,,,10099,,1.1071118116378784,,1.2335385084152222,,4.105611801147461
25,0.6014000177383423,0.6692000031471252,0.9738999605178833,180.74777221679688,10139,,,,,,
25,,,,,10139,1.1017850637435913,,1.106208086013794,,4.132666110992432,
26,,,,,10149,,1.0998148918151855,,1.3366637229919434,,4.122671127319336
26,,,,,10199,,1.1090688705444336,,1.335272192955017,,4.199661731719971
26,,,,,10249,,1.099778413772583,,1.0508577823638916,,4.063294887542725
26,,,,,10299,,1.097009301185608,,1.149022102355957,,4.0958967208862305
26,,,,,10349,,1.1007214784622192,,1.0985859632492065,,4.081178188323975
26,,,,,10399,,1.094543218612671,,1.3523638248443604,,4.180502891540527
26,,,,,10449,,1.0957669019699097,,1.0925737619400024,,4.131653785705566
26,,,,,10499,,1.1043531894683838,,1.1421093940734863,,4.146977424621582
26,0.607200026512146,0.6629000902175903,0.9740000367164612,182.0923614501953,10529,,,,,,
26,,,,,10529,1.1003659963607788,,1.0938838720321655,,4.127923488616943,
27,,,,,10549,,1.0945756435394287,,0.9056480526924133,,4.081559658050537
27,,,,,10599,,1.0984351634979248,,1.0407246351242065,,4.124646186828613
27,,,,,10649,,1.1013529300689697,,1.0556827783584595,,4.105937957763672
27,,,,,10699,,1.1019011735916138,,1.098465919494629,,4.125664710998535
27,,,,,10749,,1.0990415811538696,,1.1316782236099243,,4.159267425537109
27,,,,,10799,,1.0951721668243408,,1.1794915199279785,,4.125355243682861
27,,,,,10849,,1.0979511737823486,,1.0724995136260986,,4.136106491088867
27,,,,,10899,,1.1063069105148315,,1.1511660814285278,,4.100664138793945
27,0.608199954032898,0.6690999865531921,0.9722000360488892,181.92625427246094,10919,,,,,,
27,,,,,10919,1.0987719297409058,,1.0802308320999146,,4.121572494506836,
28,,,,,10949,,1.106091856956482,,1.1052179336547852,,4.162881851196289
28,,,,,10999,,1.0992929935455322,,1.112001657485962,,4.132607460021973
28,,,,,11049,,1.0948612689971924,,1.1414984464645386,,4.166282653808594
28,,,,,11099,,1.0919638872146606,,1.0128494501113892,,4.139322280883789
28,,,,,11149,,1.0963339805603027,,1.0809916257858276,,4.109488487243652
28,,,,,11199,,1.0959281921386719,,1.0255995988845825,,4.128505706787109
28,,,,,11249,,1.0971254110336304,,0.9370436668395996,,4.169241905212402
28,,,,,11299,,1.0939534902572632,,0.9773966670036316,,4.106500148773193
28,0.6003999710083008,0.6549999713897705,0.966200053691864,183.3824005126953,11309,,,,,,
28,,,,,11309,1.0966006517410278,,1.0691466331481934,,4.1188273429870605,
29,,,,,11349,,1.0957415103912354,,1.050153136253357,,4.075048446655273
29,,,,,11399,,1.0968176126480103,,1.055048942565918,,4.138616561889648
29,,,,,11449,,1.102212905883789,,1.1352170705795288,,4.135554313659668
29,,,,,11499,,1.0988422632217407,,0.8919851183891296,,4.055295944213867
29,,,,,11549,,1.0946303606033325,,1.0849922895431519,,4.076684951782227
29,,,,,11599,,1.0966312885284424,,0.9608435034751892,,4.077053070068359
29,,,,,11649,,1.097487211227417,,0.8745656609535217,,4.072888374328613
29,,,,,11699,,1.091125726699829,,1.0035685300827026,,4.133321762084961
29,0.6198999881744385,0.6764000654220581,0.9724999666213989,182.3572998046875,11699,,,,,,
29,,,,,11699,1.0975205898284912,,1.0564916133880615,,4.115875244140625,
30,,,,,11749,,1.0960789918899536,,0.9201383590698242,,4.111687660217285
30,,,,,11799,,1.100067138671875,,1.1367474794387817,,4.066958427429199
30,,,,,11849,,1.0922613143920898,,0.955866277217865,,4.135109901428223
30,,,,,11899,,1.1013457775115967,,1.128020167350769,,4.130710601806641
30,,,,,11949,,1.0975980758666992,,1.0597262382507324,,4.126331806182861
30,,,,,11999,,1.0963172912597656,,1.1611770391464233,,4.1460771560668945
30,,,,,12049,,1.0943045616149902,,1.0802958011627197,,4.094441890716553
30,0.6270999908447266,0.6753000020980835,0.9708999991416931,182.75616455078125,12089,,,,,,
30,,,,,12089,1.0963798761367798,,1.0478655099868774,,4.112552165985107,
31,,,,,12099,,1.094580888748169,,0.9249240756034851,,4.076706886291504
31,,,,,12149,,1.0947647094726562,,1.137505292892456,,4.102301120758057
31,,,,,12199,,1.0975794792175293,,1.0001002550125122,,4.02073860168457
31,,,,,12249,,1.0955926179885864,,1.127227783203125,,4.039830684661865
