epoch,eval/knn_probe_accuracy,eval/linear_probe_top1,eval/linear_probe_top5,rankme,step,train/embedding_viz_loss_epoch,train/embedding_viz_loss_step,train/linear_probe_loss_epoch,train/linear_probe_loss_step,train/loss_epoch,train/loss_step
0,,,,,49,,,,2.325443983078003,,5.461386680603027
0,,,,,99,,,,2.3602161407470703,,5.396503448486328
0,,,,,149,,,,2.3939449787139893,,5.302764415740967
0,,,,,199,,,,2.3644471168518066,,5.313767433166504
0,,,,,249,,,,2.3391265869140625,,5.208801746368408
0,,,,,299,,,,2.3124608993530273,,5.17646598815918
0,,,,,349,,,,2.3064236640930176,,5.016731262207031
0,0.23819999396800995,0.12319999933242798,0.5706000328063965,215.46694946289062,389,,,,,,
0,,,,,389,,,2.346259355545044,,5.261806488037109,
1,,,,,399,,,,2.29607892036438,,4.989568710327148
1,,,,,449,,,,2.2707977294921875,,4.98558235168457
1,,,,,499,,,,2.254551410675049,,4.862853050231934
1,,,,,549,,,,2.2047133445739746,,4.928808212280273
1,,,,,599,,,,2.201692819595337,,4.825741291046143
1,,,,,649,,,,2.2016263008117676,,4.799927711486816
1,,,,,699,,,,2.1732277870178223,,4.816855430603027
1,,,,,749,,,,2.146211862564087,,4.871559143066406
1,0.27570000290870667,0.2616000175476074,0.7971000075340271,195.29251098632812,779,,,,,,
1,,,,,779,,,2.226300001144409,,4.892690658569336,
2,,,,,799,,,,2.142875909805298,,4.865401268005371
2,,,,,849,,,,2.112497329711914,,4.742130756378174
2,,,,,899,,,,2.06027889251709,,4.844578742980957
2,,,,,949,,,,2.0076045989990234,,4.764726638793945
2,,,,,999,,,,2.097989320755005,,4.810542106628418
2,,,,,1049,,,,2.057615280151367,,4.720765113830566
2,,,,,1099,,,,2.0795605182647705,,4.736457824707031
2,,,,,1149,,,,1.934462308883667,,4.708938121795654
2,0.3099000155925751,0.3077999949455261,0.8491000533103943,189.90771484375,1169,,,,,,
2,,,,,1169,,,2.060969829559326,,4.732415199279785,
3,,,,,1199,,,,1.9922173023223877,,4.710495948791504
3,,,,,1249,,,,1.8851783275604248,,4.67637825012207
3,,,,,1299,,,,2.0318603515625,,4.761191368103027
3,,,,,1349,,,,1.8609280586242676,,4.613980770111084
3,,,,,1399,,,,2.046647548675537,,4.668395519256592
3,,,,,1449,,,,2.0095863342285156,,4.6685991287231445
3,,,,,1499,,,,2.0083765983581543,,4.590715408325195
3,,,,,1549,,,,1.964828372001648,,4.453312397003174
3,0.3084000051021576,0.3366999924182892,0.8675999641418457,181.73532104492188,1559,,,,,,
3,,,,,1559,,,1.9633530378341675,,4.638094902038574,
4,,,,,1599,,,,1.9112603664398193,,4.499971389770508
4,,,,,1649,,,,1.7880622148513794,,4.577449321746826
4,,,,,1699,,,,2.0241355895996094,,4.715548515319824
